checksum,timestamp,gps_lon,gps_lat,therm_reading,therm_voltage,therm_resistance,therm_temp,motor_speed,gps_speed,bms_faults,bms_current,bms_open_voltage,bms_summed_voltage,bms_supply_12v,bms_high_cell_volt,bms_low_cell_volt,bms_high_cell_id,bms_low_cell_id,bms_high_temp,bms_low_temp,bms_high_therm_id,bms_low_therm_id,bms_soc,bms_fan_speed,sent
76,82,67,5,47,0.15146484375,207872.3404255319,-30.56129925793647,1.405684212898842,1.8641136,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault,4.4,8.0,8.0,3.4000000000000004,0.0059,0.0059,2,26,-1,-27,46,57,45.0,35,SFdbjVIAAAAAAAAAAMBQQAAAAAAAABRALwASAAAAQEAbAAAALABQAAAAIgA7AB8AAhonDS45WiM=
33,45,45,98,8,0.02578125,1270000.0,-54.828118197614515,3.2018362627140293,14.9129088,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault; Pack Voltage Sensor Fault,3.2,5.7,5.7,3.4000000000000004,0.0033,0.0033,46,46,9,58,36,5,48.5,90,SFfRUi0AAAAAAAAAAIBGQAAAAAAAgFhACAApAAAAwEFBAAAAIAA5AAAAIgAhAAIALi4xYiQFYVo=
2,88,38,83,40,0.12890625,246000.0,-33.0446409406793,1.015216375982497,54.6806656,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault,8.200000000000001,4.1000000000000005,4.1000000000000005,5.2,0.002,0.002,15,47,-36,20,59,79,28.0,91,SFfThVgAAAAAAAAAAABDQAAAAAAAwFRAKAANAAAAsEIGAAAAUgApAAAANAAUAFwADy8EPDtPOFs=
47,31,27,97,29,0.09345703124999999,343103.4482758621,-37.804177407184966,1.952339184581725,29.204446400000002,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault,9.0,8.700000000000001,8.700000000000001,0.2,0.0079,0.0079,12,25,21,-6,81,83,22.5,10,SFc7YB8AAAAAAAAAAAA7QAAAAAAAQFhAHQAZAAAAPEIkAAAAWgBXAAAAAgBPAFYADBk9IlFTLQo=
87,98,53,24,15,0.04833984375,672666.6666666666,-46.88012135047842,5.935111121128444,37.9036432,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault; Pack Voltage Sensor Fault,7.1000000000000005,4.800000000000001,4.800000000000001,5.9,0.0045000000000000005,0.0045000000000000005,23,55,54,-30,59,33,36.5,42,SFcJ9GIAAAAAAAAAAIBKQAAAAAAAADhADwBMAAAAdEJPAAAARwAwAAAAOwAtADsAFzdeCjshSSo=
1,14,78,22,98,0.3158203125,94489.79591836735,-18.217074892429935,6.950327497110941,60.2730064,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault,1.9000000000000001,5.4,5.4,1.0,0.0013000000000000002,0.0013000000000000002,60,88,17,-39,65,25,43.5,89,SFfn2w4AAAAAAAAAAIBTQAAAAAAAADZAYgBZAAAAwkIFAAAAEwA2AAAACgANAEEAPFg5AUEZV1k=
48,11,19,33,91,0.29326171875,102527.47252747252,-19.55326985892927,6.013204688511713,21.747992,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault,3.6,0.8,0.8,8.700000000000001,0.0051,0.0051,36,77,25,7,56,92,31.5,97,SFd1nQsAAAAAAAAAAAAzQAAAAAAAgEBAWwBNAAAADEIdAAAAJAAIAAAAVwAzACAAJE1BLzhcP2E=
7,40,27,55,15,0.04833984375,672666.6666666666,-46.88012135047842,2.655181291031146,30.4471888,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault; Pack Voltage Sensor Fault,2.1,3.5,3.5,8.200000000000001,0.0079,0.0079,52,10,-35,-10,23,2,43.5,62,SFdu6igAAAAAAAAAAAA7QAAAAAAAgEtADwAiAAAAREJXAAAAFQAjAAAAUgBPAFIANAoFHhcCVz4=
25,57,45,38,6,0.019335937499999997,1696666.6666666667,-58.26821972184629,7.5750760361770935,26.7189616,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault,4.2,3.2,3.2,8.700000000000001,0.0005,0.0005,46,87,54,-32,27,8,29.0,26,SFdFjzkAAAAAAAAAAIBGQAAAAAAAAENABgBhAAAALEIYAAAAKgAgAAAAVwAFACMALldeCBsIOho=
43,32,69,78,94,0.3029296875,98936.17021276595,-18.971412135769953,0.937122808599228,54.6806656,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault; Pack Voltage Sensor Fault,0.7000000000000001,6.4,6.4,8.8,0.002,0.002,51,37,2,8,32,67,11.5,46,SFeO+iAAAAAAAAAAAEBRQAAAAAAAgFNAXgAMAAAAsEJVAAAABwBAAAAAWAAUAD4AMyUqMCBDFy4=
87,50,12,25,13,0.04189453125,777692.3076923077,-48.745094832936076,4.763707610379409,21.1266208,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault; Pack Voltage Sensor Fault,8.3,4.7,4.7,1.6,0.0009000000000000001,0.0009000000000000001,79,66,2,-26,45,38,18.0,18,SFcSOjIAAAAAAAAAAAAoQAAAAAAAADlADQA9AAAACEJiAAAAUwAvAAAAEAAJAGIAT0IqDi0mJBI=
29,82,65,90,78,0.2513671875,121282.05128205128,-22.259157428800165,3.748491234396912,11.8060528,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault,1.1,1.0,1.0,8.200000000000001,0.0031000000000000003,0.0031000000000000003,15,19,2,-30,12,87,5.5,71,SFeBiFIAAAAAAAAAAEBQQAAAAAAAgFZATgAwAAAAmEE9AAAACwAKAAAAUgAfAGAADxMqCgxXC0c=
59,84,8,16,51,0.16435546874999998,190784.3137254902,-29.27652411617811,4.295146206079795,14.9129088,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault,5.4,5.1000000000000005,5.1000000000000005,3.9000000000000004,0.0073,0.0073,41,67,39,-7,1,16,12.5,9,SFeVOlQAAAAAAAAAAAAgQAAAAAAAADBAMwA3AAAAwEEJAAAANgAzAAAAJwBJAAkAKUNPIQEQGQk=
36,98,16,48,24,0.07734374999999999,416666.6666666667,-40.49688656900983,3.5142105322471053,53.4379232,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault,1.3,5.5,5.5,5.6000000000000005,0.0025,0.0025,60,60,7,27,52,15,1.5,96,SFebUmIAAAAAAAAAAAAwQAAAAAAAAEhAGAAtAAAArEIoAAAADQA3AAAAOAAZAA8APDwvQzQPA2A=
60,49,43,37,3,0.009667968749999999,3403333.3333333335,-66.10838843213418,0.78093567383269,21.1266208,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault; Pack Voltage Sensor Fault,7.300000000000001,2.1,2.1,0.4,0.0014,0.0014,38,30,-10,17,51,91,45.5,48,SFcPDjEAAAAAAAAAAIBFQAAAAAAAgEJAAwAKAAAACEJgAAAASQAVAAAABAAOAF4AJh4eOTNbWzA=
34,43,77,41,8,0.02578125,1270000.0,-54.828118197614515,2.186619886731532,3.7282272,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault,6.5,9.600000000000001,9.600000000000001,5.0,0.0027,0.0027,79,90,35,54,19,26,44.5,94,SFe6wCsAAAAAAAAAAEBTQAAAAAAAgERACAAcAAAAwEA/AAAAQQBgAAAAMgAbACsAT1pLXhMaWV4=
43,70,24,82,63,0.20302734374999998,152539.68253968254,-25.860861782418283,5.544643284212099,16.1556512,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault,4.800000000000001,8.6,8.6,8.8,0.005200000000000001,0.005200000000000001,95,75,19,11,69,61,0.5,11,SFeCj0YAAAAAAAAAAAA4QAAAAAAAgFRAPwBHAAAA0EE7AAAAMABWAAAAWAA0ABEAX0s7M0U9AQs=
72,5,19,32,49,0.15791015625,198979.5918367347,-29.908152811637905,3.12374269533076,45.9814688,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault,6.5,8.4,8.4,1.5,0.003,0.003,35,92,31,56,91,34,2.5,52,SFf5aAUAAAAAAAAAAAAzQAAAAAAAAEBAMQAoAAAAlEI4AAAAQQBUAAAADwAeAAQAI1xHYFsiBTQ=
25,5,66,77,49,0.15791015625,198979.5918367347,-29.908152811637905,6.481766092811327,42.2532416,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault,10.0,4.800000000000001,4.800000000000001,9.1,0.008400000000000001,0.008400000000000001,83,1,-19,2,58,21,43.5,48,SFewjAUAAAAAAAAAAIBQQAAAAAAAQFNAMQBTAAAAiEItAAAAZAAwAAAAWwBUAAEAUwEVKjoVVzA=
5,51,33,37,65,0.20947265625,147538.46153846153,-25.34369312908862,1.015216375982497,37.9036432,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault,5.800000000000001,6.300000000000001,6.300000000000001,5.0,0.006500000000000001,0.006500000000000001,56,92,-8,18,52,33,50.0,42,SFcnLzMAAAAAAAAAAIBAQAAAAAAAgEJAQQANAAAAdEILAAAAOgA/AAAAMgBBABsAOFwgOjQhZCo=
7,8,21,52,60,0.193359375,160666.66666666666,-26.66185773774771,6.794140362344403,43.495984,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault,3.6,3.9000000000000004,3.9000000000000004,1.8,0.0009000000000000001,0.0009000000000000001,90,73,38,-21,16,70,40.0,66,SFfYHAgAAAAAAAAAAAA1QAAAAAAAAEpAPABXAAAAjEIvAAAAJAAnAAAAEgAJACsAWklOExBGUEI=
65,47,90,71,25,0.08056640625,399600.0,-39.922371126657765,2.498994156264608,57.1661504,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault,9.200000000000001,1.8,1.8,4.0,0.0056,0.0056,31,48,-1,-21,85,59,1.0,64,SFf5Wi8AAAAAAAAAAIBWQAAAAAAAwFFAGQAgAAAAuEIvAAAAXAASAAAAKAA4AE4AHzAnE1U7AkA=
65,45,52,25,8,0.02578125,1270000.0,-54.828118197614515,3.358023397480567,1.8641136,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault,8.200000000000001,1.2000000000000002,1.2000000000000002,1.1,0.0048000000000000004,0.0048000000000000004,98,46,5,35,28,33,35.0,25,SFdNHS0AAAAAAAAAAABKQAAAAAAAADlACAArAAAAQEAfAAAAUgAMAAAACwAwAB8AYi4tSxwhRhk=
