checksum,timestamp,gps_lon,gps_lat,therm_reading,therm_voltage,therm_resistance,therm_temp,motor_speed,gps_speed,bms_faults,bms_current,bms_open_voltage,bms_summed_voltage,bms_supply_12v,bms_high_cell_volt,bms_low_cell_volt,bms_high_cell_id,bms_low_cell_id,bms_high_temp,bms_low_temp,bms_high_therm_id,bms_low_therm_id,bms_soc,bms_fan_speed,sent
6408,983216,0.0,0.0,484,1.5597656249999998,11157.024793388431,22.55628891630613,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFdbAbAADwAAAAAAAAAAAOQBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
7292,984217,0.0,0.0,482,1.5533203125,11244.8132780083,22.382886398805283,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFd0BZkEDwAAAAAAAAAAAOIBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
5395,985218,0.0,0.0,482,1.5533203125,11244.8132780083,22.382886398805283,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFdvCYIIDwAAAAAAAAAAAOIBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
6292,986219,0.0,0.0,483,1.5565429687499999,11200.828157349897,22.469571851566343,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFeHDWsMDwAAAAAAAAAAAOMBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
2347,987220,0.0,0.0,484,1.5597656249999998,11157.024793388431,22.55628891630613,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFe/EVQQDwAAAAAAAAAAAOQBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
7421,988221,0.0,0.0,484,1.5597656249999998,11157.024793388431,22.55628891630613,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFfWFT0UDwAAAAAAAAAAAOQBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
1328,989222,0.0,0.0,484,1.5597656249999998,11157.024793388431,22.55628891630613,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFfNGSYYDwAAAAAAAAAAAOQBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
6356,990223,0.0,0.0,484,1.5597656249999998,11157.024793388431,22.55628891630613,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFfkHQ8cDwAAAAAAAAAAAOQBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
1735,991224,0.0,0.0,484,1.5597656249999998,11157.024793388431,22.55628891630613,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFcTHvgfDwAAAAAAAAAAAOQBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
9421,992225,0.0,0.0,484,1.5597656249999998,11157.024793388431,22.55628891630613,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFcKIuEjDwAAAAAAAAAAAOQBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
747,993226,0.0,0.0,483,1.5565429687499999,11200.828157349897,22.469571851566343,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFcmJsonDwAAAAAAAAAAAOMBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
10419,994227,0.0,0.0,484,1.5597656249999998,11157.024793388431,22.55628891630613,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFdYKrMrDwAAAAAAAAAAAOQBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
