checksum,timestamp,gps_lon,gps_lat,therm_reading,therm_voltage,therm_resistance,therm_temp,motor_speed,gps_speed,bms_faults,bms_current,bms_open_voltage,bms_summed_voltage,bms_supply_12v,bms_high_cell_volt,bms_low_cell_volt,bms_high_cell_id,bms_low_cell_id,bms_high_temp,bms_low_temp,bms_high_therm_id,bms_low_therm_id,bms_soc,bms_fan_speed,sent
91,3,23,6,97,0.31259765624999997,95567.01030927835,-18.403451116434326,2.5770877236478773,58.408892800000004,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault; Pack Voltage Sensor Fault,8.0,1.2000000000000002,0.0,4.7,0.004200000000000001,0.004200000000000001,1,68,25,74,39,43,36.0,63,SFfrWQMAAAAAALhBAADAQGEAIQAAALxCTwAAAFAADAAAAC8AKgANAAFEGUonK0g/
0,75,24,4,10,0.0322265625,1014000.0,-52.07745461328449,1.639964915048649,12.427424,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault,0.1,1.2000000000000002,0.0,6.2,0.0085,0.0085,88,84,9,10,46,92,7.0,92,SFfCHksAAAAAAMBBAACAQAoAFQAAAKBBOgAAAAEADAAAAD4AVQBbAFhUCQouXA5c
60,71,2,79,73,0.23525390624999998,130273.97260273973,-23.393742164848476,1.405684212898842,8.6991968,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault; Pack Voltage Sensor Fault,0.0,2.4000000000000004,0.0,0.6000000000000001,0.007500000000000001,0.007500000000000001,13,13,34,12,86,23,20.0,88,SFfmDUcAAAAAAABAAACeQkkAEgAAAGBBXgAAAAAAGAAAAAYASwBeAA0NIgxWFyhY
14,90,64,55,18,0.0580078125,558888.8888888889,-44.45259195684929,7.5750760361770935,47.2242112,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault,9.0,8.9,0.0,5.1000000000000005,0.009300000000000001,0.009300000000000001,12,39,69,4,94,97,27.0,76,SFcmTFoAAAAAAIBCAABcQhIAYQAAAJhCHgAAAFoAWQAAADMAXQAZAAwnRQReYTZM
76,74,53,5,62,0.1998046875,155161.29032258064,-26.124391305693308,7.5750760361770935,35.4181584,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault,7.4,7.9,0.0,6.2,0.0028,0.0028,77,9,66,55,80,1,34.0,73,SFekNkoAAAAAAFRCAACgQD4AYQAAAGRCKQAAAEoATwAAAD4AHAA0AE0JQjdQAURJ
7,91,74,4,69,0.22236328125,138405.79710144928,-24.34630098277657,6.950327497110941,42.2532416,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault,6.5,0.6000000000000001,0.0,5.9,0.003,0.003,96,74,51,18,51,30,36.5,11,SFemDVsAAAAAAJRCAACAQEUAWQAAAIhCDAAAAEEABgAAADsAHgA6AGBKMxIzHkkL
1,37,86,100,68,0.21914062499999998,140588.23529411765,-24.591249428449345,3.748491234396912,38.5250144,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault,3.7,6.4,0.0,3.9000000000000004,0.0037,0.0037,10,52,90,99,0,78,7.0,42,SFdCcSUAAAAAAKxCAADIQkQAMAAAAHhCCgAAACUAQAAAACcAJQA8AAo0WmMATg4q
40,14,13,88,26,0.0837890625,383846.1538461539,-39.36715569557899,0.702842106449421,59.6516352,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault; Pack Voltage Sensor Fault,8.9,2.5,0.0,0.0,0.0057,0.0057,6,89,76,26,67,23,20.0,55,SFd3Ig4AAAAAAFBBAACwQhoACQAAAMBCWAAAAFkAGQAAAAAAOQBKAAZZTBpDFyg3
15,44,62,23,87,0.28037109374999997,107701.14942528735,-20.352266371270986,4.68561404299614,55.923408,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault; Pack Voltage Sensor Fault,6.4,4.7,0.0,8.200000000000001,0.002,0.002,90,2,74,90,77,29,40.5,23,SFcOEywAAAAAAHhCAAC4QVcAPAAAALRCUQAAAEAALwAAAFIAFABJAFoCSlpNHVEX
15,15,33,27,43,0.13857421875,228139.53488372092,-31.939486111199074,6.950327497110941,26.7189616,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault; Pack Voltage Sensor Fault,0.6000000000000001,0.7000000000000001,0.0,4.800000000000001,0.0086,0.0086,32,41,74,88,58,39,31.5,43,SFeMPA8AAAAAAARCAADYQSsAWQAAACxCXAAAAAYABwAAADAAVgBVACApSlg6Jz8r
94,41,93,31,3,0.009667968749999999,3403333.3333333335,-66.10838843213418,2.8894619931809533,55.923408,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault; Pack Voltage Sensor Fault,0.6000000000000001,8.1,0.0,8.0,0.0038,0.0038,55,14,35,63,17,60,43.0,69,SFfTCSkAAAAAALpCAAD4QQMAJQAAALRCTwAAAAYAUQAAAFAAJgAXADcOIz8RPFZF
48,79,56,81,45,0.14501953125,217555.55555555556,-31.237740344299652,6.091298255894982,58.408892800000004,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault,9.8,6.7,0.0,1.5,0.0027,0.0027,94,72,63,70,94,77,34.0,29,SFcAHE8AAAAAAGBCAACiQi0ATgAAALxCKQAAAGIAQwAAAA8AGwA1AF5IP0ZeTUQd
37,47,49,97,26,0.0837890625,383846.1538461539,-39.36715569557899,2.8894619931809533,15.53428,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault,5.5,6.6000000000000005,0.0,9.9,0.0023,0.0023,76,13,22,11,36,71,46.5,44,SFdeLC8AAAAAAERCAADCQhoAJQAAAMhBEAAAADcAQgAAAGMAFwAyAEwNFgskR10s
73,20,5,53,11,0.03544921875,920909.0909090909,-50.879524119665405,1.093309943365766,6.213712,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault,3.2,3.2,0.0,2.4000000000000004,0.0029000000000000002,0.0029000000000000002,95,71,83,93,28,69,37.5,48,SFeTLBQAAAAAAKBAAABUQgsADgAAACBBCgAAACAAIAAAABgAHQACAF9HU10cRUsw
20,70,69,36,30,0.0966796875,331333.3333333333,-37.313683485583454,2.967555560564222,31.6899312,Internal Communication Fault; Internal Conversion Fault,7.4,5.800000000000001,0.0,7.5,0.0007,0.0007,87,93,78,22,24,81,1.5,94,SFfBBkYAAAAAAIpCAAAQQh4AJgAAAExCAwAAAEoAOgAAAEsABwBUAFddThYYUQNe
44,51,77,96,89,0.28681640625,105056.17977528089,-19.949336510488052,4.763707610379409,43.495984,Internal Communication Fault,1.1,2.6,0.0,5.300000000000001,0.0078000000000000005,0.0078000000000000005,27,37,72,84,6,5,4.0,75,SFeOfTMAAAAAAJpCAADAQlkAPQAAAIxCAQAAAAsAGgAAADUATgA5ABslSFQGBQhL
61,28,92,36,54,0.1740234375,179629.62962962964,-28.366020360527244,3.670397667013643,39.7677568,Internal Communication Fault; Internal Conversion Fault,8.3,2.5,0.0,0.6000000000000001,0.0068000000000000005,0.0068000000000000005,72,53,98,43,70,33,40.0,88,SFdIJRwAAAAAALhCAAAQQjYALwAAAIBCAwAAAFMAGQAAAAYARABSAEg1YitGIVBY
59,26,17,21,47,0.15146484375,207872.3404255319,-30.56129925793647,6.950327497110941,3.106856,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault; Pack Voltage Sensor Fault,7.300000000000001,9.3,0.0,9.600000000000001,0.0057,0.0057,23,87,78,72,68,49,27.5,62,SFeZUBoAAAAAAIhBAACoQS8AWQAAAKBARQAAAEkAXQAAAGAAOQBXABdXTkhEMTc+
97,17,74,86,73,0.23525390624999998,130273.97260273973,-23.393742164848476,5.778923986361907,41.631870400000004,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault; Pack Voltage Sensor Fault,0.2,6.9,0.0,7.800000000000001,0.0083,0.0083,32,57,73,63,3,100,11.0,25,SFfnOREAAAAAAJRCAACsQkkASgAAAIZCRAAAAAIARQAAAE4AUwApACA5ST8DZBYZ
37,26,9,35,74,0.2384765625,128378.37837837837,-23.1620533488788,3.2018362627140293,54.0592944,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault; Pack Voltage Sensor Fault,1.5,7.800000000000001,0.0,5.300000000000001,0.0082,0.0082,30,1,87,13,61,42,11.5,96,SFfABxoAAAAAABBBAAAMQkoAKQAAAK5CXgAAAA8ATgAAADUAUgAQAB4BVw09Khdg
