checksum,timestamp,gps_lon,gps_lat,therm_reading,therm_voltage,therm_resistance,therm_temp,motor_speed,gps_speed,bms_faults,bms_current,bms_open_voltage,bms_summed_voltage,bms_supply_12v,bms_high_cell_volt,bms_low_cell_volt,bms_high_cell_id,bms_low_cell_id,bms_high_temp,bms_low_temp,bms_high_therm_id,bms_low_therm_id,bms_soc,bms_fan_speed,sent
41,49,85,83,95,0.30615234375,97789.47368421052,-18.780589809243338,1.483777780282111,14.2915376,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault,4.1000000000000005,5.1000000000000005,5.1000000000000005,4.3,0.0009000000000000001,0.0009000000000000001,7,87,-3,-30,31,40,4.5,45,SFelmTEAAAAAAAAAAEBVQAAAAAAAwFRAXwATAAAAuEEiAAAAKQAzAAAAKwAJAE8AB1clCh8oCS0=
64,44,28,79,79,0.25458984375,119620.25316455697,-22.03910434241513,4.060865503929988,16.7770224,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault,0.4,8.1,8.1,8.1,0.0081,0.0081,75,92,17,24,47,39,22.5,43,SFeEkSwAAAAAAAAAAAA8QAAAAAAAwFNATwA0AAAA2EEGAAAABABRAAAAUQBRAEcAS1w5QC8nLSs=
51,70,24,36,7,0.022558593749999998,1452857.142857143,-56.43932655684574,2.967555560564222,53.4379232,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault,5.800000000000001,8.5,8.5,8.0,0.0054,0.0054,8,47,-26,9,52,88,41.5,48,SFeONEYAAAAAAAAAAAA4QAAAAAAAAEJABwAmAAAArEI2AAAAOgBVAAAAUAA2AGEACC8OMTRYUzA=
94,60,77,19,22,0.0708984375,455454.54545454547,-41.710234983802195,1.874245617198456,39.1463856,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault,5.9,4.6000000000000005,4.6000000000000005,3.0,0.0047,0.0047,60,79,19,-31,31,17,27.0,41,SFckfDwAAAAAAAAAAEBTQAAAAAAAADNAFgAYAAAAfEIoAAAAOwAuAAAAHgAvACgAPE87CR8RNik=
26,12,3,52,64,0.20625,150000.0,-25.600661958414605,0.546654971682883,52.1951808,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault,1.6,5.300000000000001,5.300000000000001,3.8000000000000003,0.0016,0.0016,58,45,-18,-35,41,27,35.5,48,SFfPQQwAAAAAAAAAAAAIQAAAAAAAAEpAQAAHAAAAqEIvAAAAEAA1AAAAJgAQABAAOi0WBSkbRzA=
23,23,22,75,87,0.28037109374999997,107701.14942528735,-20.352266371270986,4.919894745145947,33.5540448,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault; Pack Voltage Sensor Fault,10.0,5.800000000000001,5.800000000000001,6.7,0.006200000000000001,0.006200000000000001,100,46,36,18,57,16,24.5,15,SFdGiRcAAAAAAAAAAAA2QAAAAAAAwFJAVwA/AAAAWEJFAAAAZAA6AAAAQwA+AEMAZC5MOjkQMQ8=
39,20,39,22,59,0.19013671875,163559.3220338983,-26.936016443390344,7.8093567383269,49.709696,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault; Pack Voltage Sensor Fault,9.3,7.300000000000001,7.300000000000001,3.1,0.0088,0.0088,25,17,24,45,47,30,9.0,15,SFf9lxQAAAAAAAAAAIBDQAAAAAAAADZAOwBkAAAAoEJFAAAAXQBJAAAAHwBYABEAGRFAVS8eEg8=
52,13,72,96,41,0.13212890624999998,239756.0975609756,-32.66882291156108,3.12374269533076,48.466953600000004,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault; Pack Voltage Sensor Fault,4.2,2.6,2.6,3.4000000000000004,0.007500000000000001,0.007500000000000001,40,70,42,16,36,18,31.5,78,SFfHYA0AAAAAAAAAAABSQAAAAAAAAFhAKQAoAAAAnEJGAAAAKgAaAAAAIgBLACMAKEZSOCQSP04=
20,72,51,13,13,0.04189453125,777692.3076923077,-48.745094832936076,2.733274858414415,38.5250144,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault; Pack Voltage Sensor Fault,6.5,7.4,7.4,3.1,0.0023,0.0023,3,63,7,40,16,93,1.0,95,SFdXr0gAAAAAAAAAAIBJQAAAAAAAACpADQAjAAAAeEJZAAAAQQBKAAAAHwAXAE4AAz8vUBBdAl8=
95,78,3,50,37,0.11923828125,266756.75675675675,-34.22113266012289,3.592304099630374,1.8641136,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault; Pack Voltage Sensor Fault,7.1000000000000005,4.1000000000000005,4.1000000000000005,7.7,0.0001,0.0001,68,51,21,-29,21,57,10.0,85,SFdNFE4AAAAAAAAAAAAIQAAAAAAAAElAJQAuAAAAQEBBAAAARwApAAAATQABABIARDM9CxU5FFU=
