checksum,timestamp,gps_lon,gps_lat,therm_reading,therm_voltage,therm_resistance,therm_temp,motor_speed,gps_speed,bms_faults,bms_current,bms_open_voltage,bms_summed_voltage,bms_supply_12v,bms_high_cell_volt,bms_low_cell_volt,bms_high_cell_id,bms_low_cell_id,bms_high_temp,bms_low_temp,bms_high_therm_id,bms_low_therm_id,bms_soc,bms_fan_speed,sent
16,7,79,72,66,0.21269531249999998,145151.51515151514,-25.08986094844107,5.622736851595368,54.6806656,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault,8.5,3.2,0.0,8.3,0.0058000000000000005,0.0058000000000000005,21,70,58,18,9,79,11.0,33,SFeTeAcAAAAAAJ5CAACQQkIASAAAALBCMwAAAFUAIAAAAFMAOgA/ABVGOhIJTxYh
49,95,96,89,67,0.21591796875,142835.8208955224,-24.83907517369434,5.232269014679023,56.5447792,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault,0.30000000000000004,7.2,0.0,4.7,0.0094,0.0094,24,8,85,22,63,82,1.0,57,SFfEN18AAAAAAMBCAACyQkMAQwAAALZCLQAAAAMASAAAAC8AXgA4ABgIVRY/UgI5
61,56,6,11,91,0.29326171875,102527.47252747252,-19.55326985892927,0.390467836916345,50.3310672,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault; Pack Voltage Sensor Fault,3.9000000000000004,2.3000000000000003,0.0,5.7,0.0073,0.0073,94,62,67,65,61,69,14.5,71,SFcHPjgAAAAAAMBAAAAwQVsABQAAAKJCYwAAACcAFwAAADkASQAtAF4+Q0E9RR1H
32,92,42,95,74,0.2384765625,128378.37837837837,-23.1620533488788,5.622736851595368,54.6806656,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault,8.1,3.6,0.0,1.1,0.0044,0.0044,55,83,8,99,42,34,1.0,32,SFcKcFwAAAAAAChCAAC+QkoASAAAALBCGgAAAFEAJAAAAAsALAAtADdTCGMqIgIg
78,56,21,46,100,0.322265625,92400.0,-17.84856557528036,2.420900588881339,55.923408,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault,1.4000000000000001,0.5,0.0,2.5,0.0094,0.0094,4,52,22,79,22,3,32.0,19,SFc1KjgAAAAAAKhBAAA4QmQAHwAAALRCDQAAAA4ABQAAABkAXgBXAAQ0Fk8WA0AT
4,7,73,80,24,0.07734374999999999,416666.6666666667,-40.49688656900983,6.091298255894982,53.4379232,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault,4.2,5.0,0.0,5.800000000000001,0.0078000000000000005,0.0078000000000000005,60,36,52,48,18,65,21.0,81,SFebRgcAAAAAAJJCAACgQhgATgAAAKxCNQAAACoAMgAAADoATgA9ADwkNDASQSpR
56,76,62,9,28,0.09023437499999999,355714.28571428574,-38.309233997406494,2.108526319348263,44.738726400000004,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault,0.6000000000000001,2.4000000000000004,0.0,7.800000000000001,0.0022,0.0022,32,33,80,91,28,55,42.5,84,SFepWEwAAAAAAHhCAAAQQRwAGwAAAJBCMgAAAAYAGAAAAE4AFgBXACAhUFscN1VU
74,57,70,23,89,0.28681640625,105056.17977528089,-19.949336510488052,0.234280702149807,59.030264,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault,0.9,9.700000000000001,0.0,3.6,0.0036000000000000003,0.0036000000000000003,40,80,86,54,100,73,17.5,84,SFezOjkAAAAAAIxCAAC4QVkAAwAAAL5CIwAAAAkAYQAAACQAJAAoAChQVjZkSSNU
37,54,81,57,66,0.21269531249999998,145151.51515151514,-25.08986094844107,4.68561404299614,30.4471888,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault,4.9,3.3000000000000003,0.0,1.5,0.0016,0.0016,84,25,26,51,52,14,48.5,30,SFfReDYAAAAAAKJCAABkQkIAPAAAAERCBQAAADEAIQAAAA8AEAAKAFQZGjM0DmEe
78,4,32,47,65,0.20947265625,147538.46153846153,-25.34369312908862,4.529426908229603,2.4854848,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault; Pack Voltage Sensor Fault,5.6000000000000005,8.4,0.0,6.4,0.0024000000000000002,0.0024000000000000002,28,5,62,37,30,16,31.5,62,SFelTgQAAAAAAABCAAA8QkEAOgAAAIBAVAAAADgAVAAAAEAAGAAFABwFPiUeED8+
