checksum,timestamp,gps_lon,gps_lat,therm_reading,therm_voltage,therm_resistance,therm_temp,motor_speed,gps_speed,bms_faults,bms_current,bms_open_voltage,bms_summed_voltage,bms_supply_12v,bms_high_cell_volt,bms_low_cell_volt,bms_high_cell_id,bms_low_cell_id,bms_high_temp,bms_low_temp,bms_high_therm_id,bms_low_therm_id,bms_soc,bms_fan_speed,sent
1,62,18,91,66,0.21269531249999998,145151.51515151514,-25.08986094844107,0.078093567383269,21.747992,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault,1.4000000000000001,1.5,1.5,7.7,0.0051,0.0051,42,33,8,41,29,2,2.5,8,SFch+D4AAAAAAAAAAAAyQAAAAAAAwFZAQgABAAAADEIYAAAADgAPAAAATQAzAFEAKiEwUR0CBQg=
41,47,58,9,16,0.0515625,630000.0,-46.02755047025889,3.748491234396912,34.175416,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault,1.0,2.6,2.6,9.600000000000001,0.0095,0.0095,57,65,3,-13,40,40,4.5,56,SFcjCC8AAAAAAAAAAABNQAAAAAAAACJAEAAwAAAAXEIfAAAACgAaAAAAYABfABwAOUErGygoCTg=
76,66,20,55,9,0.02900390625,1127777.7777777778,-53.385483568383876,3.8265848017801813,27.3403328,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault,6.9,3.0,3.0,5.7,0.0035,0.0035,13,9,34,-14,16,35,28.5,62,SFcSzEIAAAAAAAAAAAA0QAAAAAAAgEtACQAxAAAAMEIrAAAARQAeAAAAOQAjACMADQlKGhAjOT4=
28,79,41,18,76,0.24492187499999998,124736.84210526315,-22.705954448238572,7.184608199260748,32.9326736,Internal Communication Fault; Internal Conversion Fault,5.7,10.0,10.0,1.8,0.0082,0.0082,82,87,55,39,22,78,6.0,100,SFdc8E8AAAAAAAAAAIBEQAAAAAAAADJATABcAAAAVEICAAAAOQBkAAAAEgBSACkAUldfTxZODGQ=
36,86,96,26,12,0.038671874999999994,843333.3333333334,-49.77340924173271,2.420900588881339,57.1661504,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault; Pack Voltage Sensor Fault,4.1000000000000005,1.2000000000000002,1.2000000000000002,1.3,0.0085,0.0085,75,20,42,1,98,74,29.0,58,SFfxD1YAAAAAAAAAAABYQAAAAAAAADpADAAfAAAAuEJRAAAAKQAMAAAADQBVAAMASxRSKWJKOjo=
45,77,12,57,86,0.2771484375,109069.76744186046,-20.556400409526645,0.234280702149807,34.7967872,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault,6.9,6.300000000000001,6.300000000000001,7.1000000000000005,0.0066,0.0066,69,67,33,34,31,68,2.0,51,SFdPvE0AAAAAAAAAAAAoQAAAAAAAgExAVgADAAAAYEI6AAAARQA/AAAARwBCAAEARUNJSh9EBDM=
99,2,89,85,66,0.21269531249999998,145151.51515151514,-25.08986094844107,6.872233929727672,51.573809600000004,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault; Pack Voltage Sensor Fault,4.1000000000000005,1.4000000000000001,1.4000000000000001,0.7000000000000001,0.008400000000000001,0.008400000000000001,74,72,56,-9,76,88,36.0,59,SFewdgIAAAAAAAAAAEBWQAAAAAAAQFVAQgBYAAAApkJTAAAAKQAOAAAABwBUAAQASkhgH0xYSDs=
3,50,49,63,24,0.07734374999999999,416666.6666666667,-40.49688656900983,0.859029241215959,34.7967872,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault,1.3,7.800000000000001,7.800000000000001,4.5,0.0013000000000000002,0.0013000000000000002,11,33,28,-31,79,25,2.0,99,SFccEDIAAAAAAAAAAIBIQAAAAAAAgE9AGAALAAAAYEI6AAAADQBOAAAALQANAAcACyFECU8ZBGM=
96,71,53,35,66,0.21269531249999998,145151.51515151514,-25.08986094844107,2.186619886731532,26.7189616,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault; Pack Voltage Sensor Fault,5.6000000000000005,4.4,4.4,5.1000000000000005,0.0018000000000000002,0.0018000000000000002,29,62,-34,55,81,38,5.5,18,SFcEF0cAAAAAAAAAAIBKQAAAAAAAgEFAQgAcAAAALEJBAAAAOAAsAAAAMwASAA8AHT4GX1EmCxI=
25,36,28,53,25,0.08056640625,399600.0,-39.922371126657765,3.279929830097298,39.7677568,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault; Pack Voltage Sensor Fault,5.9,5.1000000000000005,5.1000000000000005,6.6000000000000005,0.0058000000000000005,0.0058000000000000005,36,96,36,42,53,46,43.0,8,SFfz1iQAAAAAAAAAAAA8QAAAAAAAgEpAGQAqAAAAgEJTAAAAOwAzAAAAQgA6ADoAJGBMUjUuVgg=
