checksum,timestamp,gps_lon,gps_lat,therm_reading,therm_voltage,therm_resistance,therm_temp,motor_speed,gps_speed,bms_faults,bms_current,bms_open_voltage,bms_summed_voltage,bms_supply_12v,bms_high_cell_volt,bms_low_cell_volt,bms_high_cell_id,bms_low_cell_id,bms_high_temp,bms_low_temp,bms_high_therm_id,bms_low_therm_id,bms_soc,bms_fan_speed,sent
46,56,22,84,70,0.2255859375,136285.7142857143,-24.104150548802465,6.559859660194596,37.282272,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault,8.6,2.3000000000000003,0.0,9.3,0.0078000000000000005,0.0078000000000000005,10,83,51,4,13,42,10.5,8,SFdvNDgAAAAAALBBAACoQkYAVAAAAHBCHQAAAFYAFwAAAF0ATgBDAApTMwQNKhUI
23,6,42,13,7,0.022558593749999998,1452857.142857143,-56.43932655684574,4.529426908229603,26.7189616,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault,8.9,5.0,0.0,6.2,0.0047,0.0047,21,32,42,100,87,70,21.0,37,SFcGZgYAAAAAAChCAABQQQcAOgAAACxCBQAAAFkAMgAAAD4ALwBUABUgKmRXRiol
68,7,46,59,37,0.11923828125,266756.75675675675,-34.22113266012289,3.436116964863836,36.6609008,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault,0.8,1.2000000000000002,0.0,9.200000000000001,0.002,0.002,68,31,16,53,86,92,22.5,67,SFcjdwcAAAAAADhCAABsQiUALAAAAGxCFAAAAAgADAAAAFwAFABiAEQfEDVWXC1D
77,67,75,92,17,0.054785156249999994,592352.9411764706,-45.22000637025121,6.481766092811327,52.816552,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault,3.3000000000000003,4.3,0.0,7.7,0.0043,0.0043,58,1,47,45,25,70,30.5,95,SFfod0MAAAAAAJZCAAC4QhEAUwAAAKpCCAAAACEAKwAAAE0AKwA4ADoBLy0ZRj1f
62,25,78,41,89,0.28681640625,105056.17977528089,-19.949336510488052,6.091298255894982,59.030264,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault,7.9,9.0,0.0,2.7,0.0029000000000000002,0.0029000000000000002,70,16,39,62,3,55,15.0,58,SFd1YRkAAAAAAJxCAAAkQlkATgAAAL5CEQAAAE8AWgAAABsAHQADAEYQJz4DNx46
38,96,2,67,88,0.28359375,106363.63636363637,-20.149924771473735,7.731263170943631,39.7677568,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault,9.700000000000001,0.2,0.0,5.0,0.008,0.008,78,32,41,49,26,46,22.0,35,SFdmXGAAAAAAAABAAACGQlgAYwAAAIBCKAAAAGEAAgAAADIAUABDAE4gKTEaLiwj
20,76,77,62,7,0.022558593749999998,1452857.142857143,-56.43932655684574,2.8894619931809533,10.5633104,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault; Pack Voltage Sensor Fault,8.0,8.6,0.0,1.8,0.0054,0.0054,57,29,71,59,38,42,10.0,84,SFc/GUwAAAAAAJpCAAB4QgcAJQAAAIhBXAAAAFAAVgAAABIANgAJADkdRzsmKhRU
81,99,48,8,59,0.19013671875,163559.3220338983,-26.936016443390344,6.169391823278251,1.8641136,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault,0.2,6.300000000000001,0.0,5.4,0.0039000000000000003,0.0039000000000000003,66,9,25,49,29,66,28.0,8,SFc3MWMAAAAAAEBCAAAAQTsATwAAAEBALwAAAAIAPwAAADYAJwBdAEIJGTEdQjgI
95,48,25,33,52,0.167578125,186923.07692307694,-28.968278646215396,3.5142105322471053,6.8350832,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault; Pack Voltage Sensor Fault,0.1,8.9,0.0,1.4000000000000001,0.0099,0.0099,92,47,37,33,80,27,23.0,54,SFf4YTAAAAAAAMhBAAAEQjQALQAAADBBQAAAAAEAWQAAAA4AYwBfAFwvJSFQGy42
3,67,9,88,50,0.1611328125,194800.0,-29.589751697708664,6.325578958044789,13.0487952,Internal Communication Fault; Internal Conversion Fault; Weak Cell Fault; Low Cell Voltage Fault; Open Wiring Fault; Current Sensor Fault,2.6,0.8,0.0,5.1000000000000005,0.007500000000000001,0.007500000000000001,41,11,83,7,100,83,2.5,98,SFc4f0MAAAAAABBBAACwQjIAUQAAAKhBKgAAABoACAAAADMASwBLACkLUwdkUwVi
